,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B14005_001E,B14005_002E,B14005_003E,B14005_004E,B14005_005E,B14005_006E,B14005_007E,B14005_008E,B14005_009E,B14005_010E,B14005_011E,B14005_012E,B14005_013E,B14005_014E,B14005_015E,B14005_016E,B14005_017E,B14005_018E,B14005_019E,B14005_020E,B14005_021E,B14005_022E,B14005_023E,B14005_024E,B14005_025E,B14005_026E,B14005_027E,B14005_028E,B14005_029E,zip code tabulation area
12094,3474,688,1583,889,248,66,180,49,36,16,0,20,13,13,0,13,0,0,0,0,0,131,97,35,20,42,34,34,0,0,34,0,0,0,0,37370
12095,2171,288,1114,657,90,22,273,202,175,49,7,119,27,27,27,0,0,0,0,0,0,71,71,12,23,36,0,0,0,0,0,0,0,0,0,37373
12096,1242,313,517,296,116,0,89,55,55,17,0,38,0,0,0,0,0,0,0,0,0,34,34,0,0,34,0,0,0,0,0,0,0,0,0,37374
12097,1908,161,459,270,384,634,805,409,409,84,48,277,0,0,0,0,0,0,0,0,0,396,396,94,25,277,0,0,0,0,0,0,0,0,0,37375
12098,348,132,146,70,0,0,35,35,11,0,0,11,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37376
12099,10673,699,1773,2561,3350,2290,689,326,274,85,0,189,52,42,28,0,14,10,10,0,0,363,335,60,9,266,28,28,28,0,0,0,0,0,0,37377
12100,19076,2831,6681,5979,2394,1191,961,530,454,167,45,242,76,62,16,36,10,14,0,0,14,431,406,205,22,179,25,25,8,17,0,0,0,0,0,37379
12101,4311,943,1494,1213,437,224,319,174,145,24,0,121,29,18,0,0,18,11,6,0,5,145,117,24,1,92,28,28,4,24,0,0,0,0,0,37380
12102,6813,1234,2733,1955,520,371,394,200,113,0,12,101,87,63,49,5,9,24,0,24,0,194,94,0,10,84,100,86,0,0,86,14,0,0,14,37381
12103,5811,1359,2371,1381,427,273,495,319,291,83,16,192,28,28,6,22,0,0,0,0,0,176,160,64,0,96,16,0,0,0,0,16,0,11,5,37385
12104,2734,811,1024,561,162,176,147,78,65,13,30,22,13,8,8,0,0,5,0,0,5,69,60,42,0,18,9,9,2,0,7,0,0,0,0,37387
12105,17688,2467,6326,5243,2086,1566,1408,662,604,216,40,348,58,35,35,0,0,23,10,13,0,746,659,238,50,371,87,57,7,30,20,30,0,0,30,37388
12106,893,217,397,244,26,9,28,23,20,0,0,20,3,3,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,5,0,0,37391
12107,54,23,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37394
12108,152,93,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37396
12109,7630,2121,3004,1837,369,299,346,153,117,26,13,78,36,36,36,0,0,0,0,0,0,193,176,14,0,162,17,17,3,0,14,0,0,0,0,37397
12110,9994,2071,3267,2717,1318,621,602,261,224,31,7,186,37,37,6,0,31,0,0,0,0,341,248,50,6,192,93,93,16,67,10,0,0,0,0,37398
12111,2526,726,951,558,193,98,147,88,31,15,12,4,57,48,0,11,37,9,0,0,9,59,25,0,0,25,34,34,34,0,0,0,0,0,0,37402
12112,1747,160,392,295,569,331,1886,828,821,202,81,538,7,0,0,0,0,7,0,0,7,1058,1047,324,75,648,11,11,0,0,11,0,0,0,0,37403
12113,7943,1970,2665,2013,915,380,694,408,282,66,19,197,126,9,9,0,0,117,36,27,54,286,248,83,6,159,38,38,24,0,14,0,0,0,0,37404
12114,10844,1189,2210,2762,2765,1918,629,401,386,98,53,235,15,14,14,0,0,1,0,0,1,228,219,72,0,147,9,9,9,0,0,0,0,0,0,37405
12115,8673,2108,3349,2557,391,268,819,340,272,26,57,189,68,51,8,16,27,17,0,13,4,479,403,17,48,338,76,48,20,20,8,28,0,28,0,37406
12116,5288,2226,1671,1145,229,17,557,212,140,17,0,123,72,43,25,0,18,29,0,0,29,345,170,49,30,91,175,62,10,0,52,113,20,0,93,37407
12117,1001,330,284,153,146,88,143,72,49,0,0,49,23,23,23,0,0,0,0,0,0,71,61,8,34,19,10,10,10,0,0,0,0,0,0,37408
12118,2082,206,480,729,482,185,96,88,86,0,0,86,2,0,0,0,0,2,0,0,2,8,8,0,8,0,0,0,0,0,0,0,0,0,0,37409
12119,2193,644,816,639,83,11,347,243,197,0,57,140,46,30,0,30,0,16,0,0,16,104,79,58,0,21,25,25,0,0,25,0,0,0,0,37410
12120,12418,1915,3552,4021,1812,1118,655,335,221,53,25,143,114,97,55,42,0,17,0,0,17,320,257,93,30,134,63,63,30,20,13,0,0,0,0,37411
12121,14914,2113,4771,5076,2178,776,914,427,334,136,23,175,93,74,74,0,0,19,0,0,19,487,394,146,8,240,93,76,39,37,0,17,17,0,0,37412
12122,16755,1761,4584,5527,3331,1552,837,352,266,67,57,142,86,50,33,10,7,36,17,6,13,485,375,141,18,216,110,44,28,0,16,66,0,35,31,37415
12123,10302,1257,3165,3781,1348,751,811,308,261,41,37,183,47,13,0,0,13,34,0,0,34,503,482,233,58,191,21,21,20,0,1,0,0,0,0,37416
12124,4556,715,1295,1298,764,484,274,97,95,0,9,86,2,0,0,0,0,2,0,0,2,177,177,20,0,157,0,0,0,0,0,0,0,0,0,37419
12125,33382,3580,7652,10725,7324,4101,1971,946,726,232,63,431,220,187,150,35,2,33,0,0,33,1025,871,325,0,546,154,149,69,0,80,5,0,0,5,37421
12126,25753,3841,7613,7208,4294,2797,1636,728,527,180,4,343,201,143,124,15,4,58,1,0,57,908,817,227,60,530,91,73,30,0,43,18,0,0,18,37601
12127,22831,2825,5810,6049,4714,3433,1786,1010,908,284,73,551,102,61,50,11,0,41,30,0,11,776,656,268,38,350,120,71,48,0,23,49,8,0,41,37604
12128,58,0,0,12,21,25,1010,333,333,108,21,204,0,0,0,0,0,0,0,0,0,677,677,260,34,383,0,0,0,0,0,0,0,0,0,37614
12129,13603,1260,3645,4034,2986,1678,958,480,379,114,0,265,101,101,78,9,14,0,0,0,0,478,466,93,68,305,12,12,0,0,12,0,0,0,0,37615
12130,3385,525,1523,897,339,101,291,136,119,13,0,106,17,0,0,0,0,17,0,0,17,155,138,16,0,122,17,17,17,0,0,0,0,0,0,37616
12131,10136,1684,3879,2634,1239,700,853,338,260,87,29,144,78,52,13,16,23,26,0,0,26,515,472,199,18,255,43,6,0,6,0,37,30,0,7,37617
12132,9490,1528,3837,2483,1039,603,551,372,368,67,105,196,4,4,0,0,4,0,0,0,0,179,170,104,22,44,9,9,8,0,1,0,0,0,0,37618
12133,27714,5899,9514,7566,3188,1547,2024,988,792,186,67,539,196,143,67,47,29,53,45,8,0,1036,793,186,32,575,243,160,69,0,91,83,10,7,66,37620
12134,2387,688,1019,458,135,87,86,66,57,12,9,36,9,9,0,9,0,0,0,0,0,20,4,0,0,4,16,16,0,16,0,0,0,0,0,37640
12135,5929,1257,2672,1234,494,272,379,96,96,21,16,59,0,0,0,0,0,0,0,0,0,283,248,97,0,151,35,35,14,0,21,0,0,0,0,37641
12136,10164,1550,4299,3095,962,258,760,336,228,67,0,161,108,78,41,37,0,30,0,0,30,424,385,107,0,278,39,39,0,26,13,0,0,0,0,37642
12137,24495,4741,9565,6370,2434,1385,1378,811,703,286,19,398,108,73,60,9,4,35,0,0,35,567,427,168,29,230,140,140,47,0,93,0,0,0,0,37643
12138,3787,498,1546,1169,461,113,216,111,84,48,0,36,27,13,13,0,0,14,0,0,14,105,74,23,0,51,31,31,31,0,0,0,0,0,0,37645
12139,8981,2224,3714,2151,519,373,497,188,178,37,0,141,10,10,0,0,10,0,0,0,0,309,289,96,0,193,20,20,0,0,20,0,0,0,0,37650
12140,3041,409,1354,784,341,153,161,23,23,13,0,10,0,0,0,0,0,0,0,0,0,138,122,18,3,101,16,16,7,9,0,0,0,0,0,37656
12141,827,267,366,123,55,16,18,8,0,0,0,0,8,8,0,0,8,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,37657
12142,3141,760,1344,685,231,121,137,21,11,4,0,7,10,10,0,10,0,0,0,0,0,116,104,19,0,85,12,12,12,0,0,0,0,0,0,37658
12143,19838,2717,6837,5534,2956,1794,1115,452,376,195,0,181,76,31,21,10,0,45,0,0,45,663,495,202,12,281,168,118,52,0,66,50,0,0,50,37659
12144,28942,4666,10939,8044,3064,2229,1578,858,628,71,178,379,230,188,71,39,78,42,26,14,2,720,587,182,33,372,133,65,28,22,15,68,10,24,34,37660
12145,10630,646,3072,3418,2337,1157,755,363,360,69,32,259,3,3,0,0,3,0,0,0,0,392,296,40,0,256,96,96,12,0,84,0,0,0,0,37663
12146,18854,1929,6204,5557,3234,1930,1371,874,640,138,40,462,234,213,114,51,48,21,0,0,21,497,419,141,60,218,78,65,54,11,0,13,0,0,13,37664
12147,3889,812,1794,906,265,112,172,59,59,0,16,43,0,0,0,0,0,0,0,0,0,113,113,74,8,31,0,0,0,0,0,0,0,0,0,37665
12148,485,148,194,85,45,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,37680
12149,4001,977,1480,798,585,161,228,151,136,22,0,114,15,15,0,14,1,0,0,0,0,77,77,0,0,77,0,0,0,0,0,0,0,0,0,37681
12150,17,0,7,0,0,10,330,111,111,40,3,68,0,0,0,0,0,0,0,0,0,219,219,64,0,155,0,0,0,0,0,0,0,0,0,37682
12151,10147,2877,4477,1929,628,236,585,380,245,26,13,206,135,96,38,58,0,39,0,0,39,205,135,25,19,91,70,70,53,17,0,0,0,0,0,37683
12152,5661,819,1909,1639,976,318,332,202,176,77,17,82,26,2,2,0,0,24,24,0,0,130,99,27,11,61,31,31,31,0,0,0,0,0,0,37686
12153,3483,967,1419,726,233,138,231,148,126,9,0,117,22,9,0,0,9,13,13,0,0,83,78,23,0,55,5,5,5,0,0,0,0,0,0,37687
12154,695,155,282,180,53,25,64,18,7,0,0,7,11,11,0,11,0,0,0,0,0,46,25,0,0,25,21,21,8,13,0,0,0,0,0,37688
12155,2779,534,1166,644,209,226,144,78,63,0,0,63,15,15,15,0,0,0,0,0,0,66,52,20,0,32,14,14,6,8,0,0,0,0,0,37690
12156,472,96,119,163,55,39,35,23,0,0,0,0,23,0,0,0,0,23,0,0,23,12,0,0,0,0,12,12,0,0,12,0,0,0,0,37691
12157,3538,676,1190,863,436,373,222,158,158,64,16,78,0,0,0,0,0,0,0,0,0,64,53,0,0,53,11,11,0,0,11,0,0,0,0,37692
12158,1370,286,562,378,101,43,102,95,66,45,0,21,29,29,28,0,1,0,0,0,0,7,7,2,0,5,0,0,0,0,0,0,0,0,0,37694
12159,5002,767,1526,1700,664,345,345,257,239,77,0,162,18,18,18,0,0,0,0,0,0,88,65,36,0,29,23,23,8,0,15,0,0,0,0,37701
12160,3030,511,1149,809,366,195,172,107,107,0,13,94,0,0,0,0,0,0,0,0,0,65,44,18,0,26,21,21,0,0,21,0,0,0,0,37705
12161,4498,1139,1849,966,373,171,496,257,221,81,25,115,36,36,13,23,0,0,0,0,0,239,226,70,9,147,13,9,9,0,0,4,0,0,4,37708
12162,2592,633,1180,498,193,88,177,114,83,18,15,50,31,31,22,9,0,0,0,0,0,63,49,3,10,36,14,10,0,0,10,4,0,4,0,37709
12163,716,154,450,112,0,0,72,37,8,0,0,8,29,0,0,0,0,29,0,0,29,35,33,21,0,12,2,2,0,0,2,0,0,0,0,37710
12164,3562,770,1666,846,195,85,302,142,92,4,0,88,50,50,11,0,39,0,0,0,0,160,121,23,71,27,39,39,25,14,0,0,0,0,0,37711
12165,990,127,495,220,101,47,29,9,9,0,0,9,0,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,37713
12166,3405,908,1371,763,225,138,327,95,81,5,24,52,14,14,6,8,0,0,0,0,0,232,170,0,0,170,62,0,0,0,0,62,44,0,18,37714
12167,472,197,219,41,10,5,45,31,27,0,0,27,4,4,0,0,4,0,0,0,0,14,10,6,0,4,4,4,0,4,0,0,0,0,0,37715
12168,18273,2981,6986,5197,1954,1155,1188,569,425,108,76,241,144,120,89,24,7,24,0,8,16,619,467,117,43,307,152,128,96,0,32,24,0,0,24,37716
12169,115,8,67,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37719
12170,9124,1318,3658,2641,1021,486,567,296,209,45,51,113,87,52,50,0,2,35,16,19,0,271,227,52,2,173,44,44,23,19,2,0,0,0,0,37721
12171,4722,1013,2152,1008,306,243,257,96,55,9,0,46,41,22,0,0,22,19,19,0,0,161,81,0,29,52,80,80,64,16,0,0,0,0,0,37722
12172,681,194,314,95,65,13,67,38,27,0,0,27,11,11,4,2,5,0,0,0,0,29,27,16,7,4,2,0,0,0,0,2,0,0,2,37723
12173,1728,438,636,399,177,78,128,89,65,0,4,61,24,24,0,0,24,0,0,0,0,39,39,15,13,11,0,0,0,0,0,0,0,0,0,37724
12174,11513,2038,4625,3438,887,525,924,541,424,139,0,285,117,57,37,9,11,60,32,6,22,383,257,124,0,133,126,107,102,5,0,19,0,0,19,37725
12175,1141,358,502,193,54,34,14,10,0,0,0,0,10,0,0,0,0,10,0,0,10,4,4,0,0,4,0,0,0,0,0,0,0,0,0,37726
12176,1638,451,707,304,116,60,115,61,36,0,0,36,25,25,0,25,0,0,0,0,0,54,54,4,9,41,0,0,0,0,0,0,0,0,0,37727
12177,1053,318,588,78,43,26,67,58,51,7,0,44,7,7,7,0,0,0,0,0,0,9,0,0,0,0,9,9,9,0,0,0,0,0,0,37729
12178,43,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37730
12179,601,80,328,161,32,0,9,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37731
12180,57,9,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37732
12181,20,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37733
12182,3999,611,1676,1073,422,217,293,184,135,46,37,52,49,25,25,0,0,24,0,17,7,109,77,5,10,62,32,18,0,0,18,14,0,0,14,37737
12183,4432,723,1353,1412,617,327,128,56,37,17,0,20,19,0,0,0,0,19,19,0,0,72,70,27,1,42,2,2,0,2,0,0,0,0,0,37738
12184,4431,566,1976,1103,503,283,321,157,83,38,6,39,74,72,7,0,65,2,2,0,0,164,162,10,4,148,2,2,2,0,0,0,0,0,0,37742
12185,19354,3883,7642,4750,1809,1270,1374,677,541,168,53,320,136,116,82,17,17,20,0,0,20,697,434,179,28,227,263,155,31,85,39,108,108,0,0,37743
12186,12142,2349,4698,2797,1493,805,919,562,447,102,17,328,115,115,71,8,36,0,0,0,0,357,271,67,61,143,86,86,25,0,61,0,0,0,0,37745
12187,12745,2552,5165,3475,1053,500,928,418,353,68,36,249,65,26,0,26,0,39,18,0,21,510,432,161,25,246,78,52,39,13,0,26,26,0,0,37748
12188,4555,953,1674,977,653,298,308,224,208,42,12,154,16,16,0,16,0,0,0,0,0,84,84,4,0,80,0,0,0,0,0,0,0,0,0,37752
12189,588,157,293,121,17,0,62,23,23,0,0,23,0,0,0,0,0,0,0,0,0,39,8,0,0,8,31,31,31,0,0,0,0,0,0,37753
12190,3340,714,1216,1039,274,97,253,100,100,42,14,44,0,0,0,0,0,0,0,0,0,153,153,87,47,19,0,0,0,0,0,0,0,0,0,37754
12191,2113,579,933,402,109,90,162,38,20,0,0,20,18,18,18,0,0,0,0,0,0,124,97,0,26,71,27,27,14,0,13,0,0,0,0,37755
12192,2257,741,1041,322,104,49,51,32,32,3,0,29,0,0,0,0,0,0,0,0,0,19,19,0,0,19,0,0,0,0,0,0,0,0,0,37756
12193,6419,1614,2669,1512,422,202,443,251,176,105,0,71,75,75,13,51,11,0,0,0,0,192,164,20,25,119,28,12,12,0,0,16,0,0,16,37757
12194,8816,1295,3023,2567,1202,729,1186,587,567,38,137,392,20,20,6,3,11,0,0,0,0,599,542,202,19,321,57,57,21,0,36,0,0,0,0,37760
12195,2116,740,864,299,136,77,98,46,27,11,0,16,19,5,5,0,0,14,0,10,4,52,48,17,0,31,4,0,0,0,0,4,0,0,4,37762
12196,11458,1196,4091,3776,1502,893,623,321,281,83,0,198,40,40,39,0,1,0,0,0,0,302,205,28,51,126,97,97,14,62,21,0,0,0,0,37763
12197,6402,983,2724,2046,410,239,632,255,199,56,51,92,56,56,19,37,0,0,0,0,0,377,344,219,15,110,33,33,0,33,0,0,0,0,0,37764
12198,334,95,191,34,14,0,38,7,7,0,0,7,0,0,0,0,0,0,0,0,0,31,31,0,22,9,0,0,0,0,0,0,0,0,0,37765
12199,13169,4099,5281,2519,864,406,1055,516,386,53,16,317,130,123,99,24,0,7,1,0,6,539,424,84,29,311,115,68,52,0,16,47,21,6,20,37766
12200,4203,1268,1993,801,98,43,263,175,110,9,17,84,65,65,17,0,48,0,0,0,0,88,88,40,19,29,0,0,0,0,0,0,0,0,0,37769
12201,2016,431,1137,354,45,49,121,58,30,18,0,12,28,28,28,0,0,0,0,0,0,63,56,19,0,37,7,7,7,0,0,0,0,0,0,37770
12202,10289,2232,3768,2979,913,397,996,496,394,46,20,328,102,102,56,46,0,0,0,0,0,500,356,42,28,286,144,132,36,37,59,12,12,0,0,37771
12203,8305,936,2226,2636,1658,849,507,269,269,54,58,157,0,0,0,0,0,0,0,0,0,238,224,56,28,140,14,14,14,0,0,0,0,0,0,37772
12204,14669,1776,4637,3644,2939,1673,650,263,167,22,20,125,96,69,15,0,54,27,27,0,0,387,359,143,7,209,28,28,17,0,11,0,0,0,0,37774
12205,7878,1026,2289,2625,1368,570,477,156,146,10,0,136,10,10,8,0,2,0,0,0,0,321,264,139,10,115,57,26,26,0,0,31,31,0,0,37777
12206,3077,813,1428,708,67,61,292,145,116,10,0,106,29,29,0,25,4,0,0,0,0,147,118,37,0,81,29,29,7,0,22,0,0,0,0,37779
12207,17540,2650,6577,5406,1736,1171,999,555,519,132,57,330,36,27,27,0,0,9,9,0,0,444,336,151,21,164,108,108,42,0,66,0,0,0,0,37801
12208,22150,2545,7651,6277,3444,2233,1790,867,712,221,14,477,155,155,59,63,33,0,0,0,0,923,717,251,56,410,206,48,48,0,0,158,0,54,104,37803
12209,16567,1876,5849,5062,2560,1220,1468,665,536,126,109,301,129,106,80,0,26,23,0,11,12,803,719,237,53,429,84,61,34,17,10,23,23,0,0,37804
12210,1898,436,877,421,146,18,111,45,45,0,31,14,0,0,0,0,0,0,0,0,0,66,49,30,0,19,17,17,0,0,17,0,0,0,0,37806
12211,6376,1842,2825,1137,396,176,485,295,247,35,0,212,48,48,25,16,7,0,0,0,0,190,155,31,16,108,35,27,27,0,0,8,8,0,0,37807
12212,1560,327,715,323,130,65,130,70,70,20,0,50,0,0,0,0,0,0,0,0,0,60,12,0,12,0,48,48,48,0,0,0,0,0,0,37809
12213,1428,315,614,295,107,97,111,69,69,0,21,48,0,0,0,0,0,0,0,0,0,42,42,17,0,25,0,0,0,0,0,0,0,0,0,37810
12214,2664,688,1070,602,237,67,223,76,74,0,54,20,2,0,0,0,0,2,0,0,2,147,126,14,73,39,21,21,21,0,0,0,0,0,0,37811
12215,12049,2768,4852,2860,1088,481,863,413,388,179,14,195,25,0,0,0,0,25,6,19,0,450,359,54,21,284,91,58,31,0,27,33,5,17,11,37813
12216,22810,4465,8373,5833,2498,1641,1573,873,774,205,113,456,99,93,71,18,4,6,0,0,6,700,580,169,53,358,120,120,58,40,22,0,0,0,0,37814
12217,3537,905,1465,821,284,62,258,143,135,17,12,106,8,0,0,0,0,8,0,0,8,115,100,53,16,31,15,8,8,0,0,7,7,0,0,37818
12218,486,150,207,92,32,5,14,14,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37819
12219,5089,1048,2262,1346,286,147,356,212,146,21,0,125,66,59,29,30,0,7,0,7,0,144,114,13,0,101,30,30,30,0,0,0,0,0,0,37820
12220,15698,3881,7077,3495,668,577,904,527,422,185,0,237,105,65,23,31,11,40,40,0,0,377,313,150,28,135,64,52,16,0,36,12,0,0,12,37821
12221,6094,1581,2681,1200,429,203,399,209,177,43,22,112,32,32,25,0,7,0,0,0,0,190,113,22,11,80,77,77,77,0,0,0,0,0,0,37825
12222,3221,736,1462,708,288,27,203,151,93,32,3,58,58,56,56,0,0,2,0,0,2,52,52,32,3,17,0,0,0,0,0,0,0,0,0,37826
12223,1304,24,245,291,345,399,55,41,41,11,0,30,0,0,0,0,0,0,0,0,0,14,6,2,0,4,8,8,0,3,5,0,0,0,0,37828
12224,1408,180,738,333,87,70,164,45,44,0,5,39,1,1,1,0,0,0,0,0,0,119,26,0,0,26,93,37,37,0,0,56,0,0,56,37829
12225,20821,1864,4602,5784,4360,4211,1431,723,614,200,0,414,109,109,41,12,56,0,0,0,0,708,649,205,32,412,59,36,28,0,8,23,0,8,15,37830
12226,7109,1383,3487,1457,548,234,484,310,248,137,15,96,62,62,46,0,16,0,0,0,0,174,161,8,0,153,13,13,13,0,0,0,0,0,0,37840
12227,6423,1292,2559,1669,509,394,572,279,262,74,73,115,17,17,0,0,17,0,0,0,0,293,281,121,0,160,12,12,12,0,0,0,0,0,0,37841
12228,2723,467,1359,546,238,113,304,168,95,24,12,59,73,73,33,0,40,0,0,0,0,136,128,45,0,83,8,8,0,0,8,0,0,0,0,37843
12229,384,58,240,86,0,0,17,17,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37845
12230,3753,1279,1518,770,127,59,479,219,123,7,34,82,96,96,46,20,30,0,0,0,0,260,131,31,0,100,129,78,78,0,0,51,51,0,0,37846
12231,1631,556,842,141,62,30,150,62,46,8,0,38,16,16,16,0,0,0,0,0,0,88,69,0,20,49,19,19,7,0,12,0,0,0,0,37847
12232,250,122,91,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37848
12233,16640,1990,5505,5724,2400,1021,1712,858,676,155,43,478,182,89,76,0,13,93,0,32,61,854,790,317,116,357,64,48,7,41,0,16,16,0,0,37849
12234,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37851
12235,1775,483,906,303,34,49,119,56,46,0,17,29,10,10,0,0,10,0,0,0,0,63,47,7,0,40,16,16,16,0,0,0,0,0,0,37852
12236,2795,562,1229,541,273,190,115,65,25,9,3,13,40,25,13,12,0,15,15,0,0,50,35,23,0,12,15,15,3,0,12,0,0,0,0,37853
12237,8891,1900,3580,2567,602,242,551,333,316,47,66,203,17,17,9,0,8,0,0,0,0,218,172,51,0,121,46,20,20,0,0,26,0,0,26,37854
12238,14630,3278,6630,3194,1063,465,942,521,421,101,4,316,100,100,51,45,4,0,0,0,0,421,350,140,27,183,71,56,44,0,12,15,0,0,15,37857
12239,3150,553,1455,822,230,90,254,143,109,42,8,59,34,34,34,0,0,0,0,0,0,111,96,28,0,68,15,15,0,0,15,0,0,0,0,37860
12240,5973,1459,2595,1275,418,226,366,194,149,4,0,145,45,45,5,7,33,0,0,0,0,172,146,86,0,60,26,20,20,0,0,6,0,0,6,37861
12241,15225,2984,5377,4292,1696,876,1141,616,379,144,35,200,237,91,53,19,19,146,63,77,6,525,417,222,42,153,108,77,77,0,0,31,0,7,24,37862
12242,4591,1060,1977,948,324,282,265,116,77,13,14,50,39,39,39,0,0,0,0,0,0,149,149,27,60,62,0,0,0,0,0,0,0,0,0,37863
12243,14896,2035,5645,4801,1559,856,1131,698,561,245,97,219,137,95,85,10,0,42,29,0,13,433,295,87,18,190,138,56,34,0,22,82,22,0,60,37865
12244,1158,244,562,195,103,54,104,28,28,0,0,28,0,0,0,0,0,0,0,0,0,76,67,24,0,43,9,9,0,0,9,0,0,0,0,37866
12245,3592,960,1625,656,180,171,201,147,143,12,0,131,4,0,0,0,0,4,0,0,4,54,41,0,14,27,13,13,0,0,13,0,0,0,0,37869
12246,3262,837,1389,681,205,150,171,69,69,0,0,69,0,0,0,0,0,0,0,0,0,102,102,26,21,55,0,0,0,0,0,0,0,0,0,37870
12247,5915,1385,2179,1635,433,283,430,253,118,85,0,33,135,135,135,0,0,0,0,0,0,177,83,45,0,38,94,85,67,18,0,9,0,9,0,37871
12248,1222,186,575,320,110,31,87,52,52,0,0,52,0,0,0,0,0,0,0,0,0,35,35,6,3,26,0,0,0,0,0,0,0,0,0,37872
12249,3047,694,1245,653,329,126,188,119,88,6,19,63,31,31,31,0,0,0,0,0,0,69,30,4,11,15,39,9,9,0,0,30,0,25,5,37873
12250,9598,2352,4132,2078,699,337,599,371,328,54,19,255,43,43,0,0,43,0,0,0,0,228,168,26,68,74,60,60,60,0,0,0,0,0,0,37874
12251,19936,3357,7937,5789,1789,1064,1436,851,717,207,24,486,134,134,80,54,0,0,0,0,0,585,489,246,17,226,96,63,32,12,19,33,25,0,8,37876
12252,5677,1033,2198,1410,582,454,275,165,155,21,7,127,10,10,0,0,10,0,0,0,0,110,110,45,0,65,0,0,0,0,0,0,0,0,0,37877
12253,403,52,174,111,66,0,55,22,5,0,0,5,17,17,12,5,0,0,0,0,0,33,33,0,0,33,0,0,0,0,0,0,0,0,0,37878
12254,7613,2038,3229,1408,496,442,696,253,218,58,48,112,35,35,27,8,0,0,0,0,0,443,413,44,22,347,30,30,14,0,16,0,0,0,0,37879
12255,3220,850,1221,867,149,133,137,119,119,8,0,111,0,0,0,0,0,0,0,0,0,18,18,4,0,14,0,0,0,0,0,0,0,0,0,37880
12256,1584,516,638,360,60,10,93,26,11,0,0,11,15,15,0,15,0,0,0,0,0,67,59,21,0,38,8,8,8,0,0,0,0,0,0,37881
12257,2309,369,876,636,271,157,50,3,3,0,0,3,0,0,0,0,0,0,0,0,0,47,1,0,0,1,46,46,46,0,0,0,0,0,0,37882
12258,3496,673,1171,979,348,325,254,118,77,4,0,73,41,41,18,23,0,0,0,0,0,136,120,38,0,82,16,16,16,0,0,0,0,0,0,37885
12259,3195,485,1510,729,240,231,246,128,128,0,95,33,0,0,0,0,0,0,0,0,0,118,118,56,0,62,0,0,0,0,0,0,0,0,0,37886
12260,5755,1361,2896,1105,270,123,225,76,21,11,0,10,55,55,28,8,19,0,0,0,0,149,129,69,2,58,20,20,20,0,0,0,0,0,0,37887
12261,2017,628,825,394,111,59,104,42,37,18,0,19,5,5,5,0,0,0,0,0,0,62,62,12,0,50,0,0,0,0,0,0,0,0,0,37888
12262,4621,1022,1852,1299,220,228,399,185,130,67,3,60,55,27,27,0,0,28,28,0,0,214,179,22,57,100,35,35,12,23,0,0,0,0,0,37890
12263,2297,458,1270,402,111,56,68,23,23,9,0,14,0,0,0,0,0,0,0,0,0,45,29,0,0,29,16,16,16,0,0,0,0,0,0,37891
12264,1374,339,657,239,78,61,103,56,16,0,0,16,40,40,22,0,18,0,0,0,0,47,42,4,0,38,5,0,0,0,0,5,0,5,0,37892
12265,1367,140,226,228,321,452,3,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37902
12266,10267,978,2001,2636,2601,2051,470,309,126,7,0,119,183,83,23,0,60,100,17,28,55,161,103,30,0,73,58,58,0,17,41,0,0,0,0,37909
