,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B14005_001E,B14005_002E,B14005_003E,B14005_004E,B14005_005E,B14005_006E,B14005_007E,B14005_008E,B14005_009E,B14005_010E,B14005_011E,B14005_012E,B14005_013E,B14005_014E,B14005_015E,B14005_016E,B14005_017E,B14005_018E,B14005_019E,B14005_020E,B14005_021E,B14005_022E,B14005_023E,B14005_024E,B14005_025E,B14005_026E,B14005_027E,B14005_028E,B14005_029E,zip code tabulation area
1632,2409,317,1013,512,375,192,182,130,85,24,0,61,45,2,2,0,0,43,10,33,0,52,32,7,0,25,20,20,14,4,2,0,0,0,0,05777
1633,528,52,230,122,80,44,38,9,6,3,0,3,3,3,0,3,0,0,0,0,0,29,23,16,0,7,6,2,2,0,0,4,0,4,0,05778
1634,6961,615,2283,2047,1233,783,643,280,256,63,15,178,24,24,11,6,7,0,0,0,0,363,336,76,9,251,27,27,15,0,12,0,0,0,0,05819
1635,455,30,213,94,92,26,31,14,7,3,0,4,7,7,7,0,0,0,0,0,0,17,17,1,7,9,0,0,0,0,0,0,0,0,0,05820
1636,832,38,236,238,179,141,22,10,10,3,0,7,0,0,0,0,0,0,0,0,0,12,12,4,0,8,0,0,0,0,0,0,0,0,0,05821
1637,1254,189,462,344,184,75,79,48,48,16,3,29,0,0,0,0,0,0,0,0,0,31,31,0,5,26,0,0,0,0,0,0,0,0,0,05822
1638,824,108,390,179,106,41,20,10,4,4,0,0,6,6,6,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,05824
1639,188,11,90,45,31,11,11,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05825
1640,658,49,312,134,85,78,41,27,8,5,0,3,19,19,19,0,0,0,0,0,0,14,11,0,0,11,3,3,0,3,0,0,0,0,0,05826
1641,179,4,23,60,51,41,44,14,14,0,4,10,0,0,0,0,0,0,0,0,0,30,30,5,3,22,0,0,0,0,0,0,0,0,0,05827
1642,1557,98,479,405,328,247,44,24,24,12,0,12,0,0,0,0,0,0,0,0,0,20,20,0,10,10,0,0,0,0,0,0,0,0,0,05828
1643,1292,148,548,288,228,80,55,27,16,5,10,1,11,4,4,0,0,7,7,0,0,28,28,13,10,5,0,0,0,0,0,0,0,0,0,05829
1644,1164,107,452,305,208,92,94,68,27,9,0,18,41,14,7,0,7,27,27,0,0,26,24,16,0,8,2,2,2,0,0,0,0,0,0,05830
1645,565,22,158,143,120,122,44,25,21,11,0,10,4,4,0,0,4,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,05832
1646,124,16,56,34,7,11,6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05833
1647,803,84,275,161,155,128,37,33,25,8,0,17,8,6,0,4,2,2,0,2,0,4,2,0,0,2,2,0,0,0,0,2,0,2,0,05836
1648,309,55,134,85,25,10,19,11,11,2,0,9,0,0,0,0,0,0,0,0,0,8,5,0,0,5,3,3,0,3,0,0,0,0,0,05837
1649,554,68,215,138,78,55,39,9,9,0,0,9,0,0,0,0,0,0,0,0,0,30,18,0,3,15,12,3,0,0,3,9,0,0,9,05839
1650,347,27,65,87,84,84,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05841
1651,338,54,133,62,49,40,25,18,7,4,0,3,11,11,11,0,0,0,0,0,0,7,7,3,0,4,0,0,0,0,0,0,0,0,0,05842
1652,1840,319,771,396,217,137,117,96,67,18,0,49,29,19,19,0,0,10,0,0,10,21,21,5,0,16,0,0,0,0,0,0,0,0,0,05843
1653,785,119,350,181,74,61,42,23,21,6,3,12,2,2,0,0,2,0,0,0,0,19,15,3,0,12,4,4,4,0,0,0,0,0,0,05845
1654,760,184,300,183,59,34,35,6,0,0,0,0,6,6,6,0,0,0,0,0,0,29,24,2,3,19,5,5,5,0,0,0,0,0,0,05846
1655,557,75,225,164,68,25,66,35,35,15,0,20,0,0,0,0,0,0,0,0,0,31,31,11,15,5,0,0,0,0,0,0,0,0,0,05847
1656,35,0,17,0,0,18,77,46,46,46,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,05850
1657,4099,453,1613,1160,568,305,653,429,333,65,18,250,96,73,23,0,50,23,0,23,0,224,208,107,16,85,16,11,11,0,0,5,0,5,0,05851
1658,504,40,193,126,92,53,37,20,17,3,0,14,3,0,0,0,0,3,3,0,0,17,13,7,0,6,4,4,2,0,2,0,0,0,0,05853
1659,5051,858,1988,1190,599,416,438,187,131,41,2,88,56,56,42,8,6,0,0,0,0,251,161,58,11,92,90,51,39,0,12,39,8,0,31,05855
1660,1211,181,485,350,140,55,67,21,21,18,0,3,0,0,0,0,0,0,0,0,0,46,44,38,0,6,2,2,0,0,2,0,0,0,0,05857
1661,291,37,129,90,23,12,14,5,5,0,0,5,0,0,0,0,0,0,0,0,0,9,6,6,0,0,3,0,0,0,0,3,0,0,3,05858
1662,1424,245,593,306,189,91,113,59,36,34,0,2,23,13,13,0,0,10,2,0,8,54,47,18,5,24,7,7,2,0,5,0,0,0,0,05859
1663,1845,291,799,489,186,80,100,64,36,14,2,20,28,14,11,3,0,14,14,0,0,36,27,12,0,15,9,9,9,0,0,0,0,0,0,05860
1664,302,16,52,98,70,66,15,9,9,5,0,4,0,0,0,0,0,0,0,0,0,6,6,3,0,3,0,0,0,0,0,0,0,0,0,05862
1665,434,44,177,110,71,32,14,8,2,0,0,2,6,6,0,3,3,0,0,0,0,6,3,0,0,3,3,3,3,0,0,0,0,0,0,05866
1666,614,116,274,133,53,38,44,6,6,3,0,3,0,0,0,0,0,0,0,0,0,38,14,6,0,8,24,24,24,0,0,0,0,0,0,05867
1667,222,26,110,51,12,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,05868
1668,1012,106,388,283,156,79,94,63,59,12,4,43,4,4,4,0,0,0,0,0,0,31,28,18,0,10,3,3,3,0,0,0,0,0,0,05871
1669,580,78,269,145,62,26,20,5,0,0,0,0,5,5,5,0,0,0,0,0,0,15,15,4,0,11,0,0,0,0,0,0,0,0,0,05872
1670,446,36,150,142,52,66,21,13,12,3,0,9,1,1,1,0,0,0,0,0,0,8,5,2,0,3,3,3,3,0,0,0,0,0,0,05873
1671,402,36,130,130,79,27,32,10,10,2,0,8,0,0,0,0,0,0,0,0,0,22,16,3,0,13,6,6,6,0,0,0,0,0,0,05874
1672,356,39,96,110,32,79,30,12,4,0,0,4,8,8,8,0,0,0,0,0,0,18,18,3,0,15,0,0,0,0,0,0,0,0,0,05875
1673,15,3,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05901
1674,135,18,64,28,22,3,12,8,8,0,0,8,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,05902
1675,770,120,319,196,109,26,70,36,30,21,1,8,6,6,1,5,0,0,0,0,0,34,16,4,2,10,18,18,5,8,5,0,0,0,0,05903
1676,186,43,75,60,8,0,9,2,0,0,0,0,2,2,0,0,2,0,0,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,05904
1677,589,74,225,191,60,39,33,20,20,6,4,10,0,0,0,0,0,0,0,0,0,13,12,2,1,9,1,1,0,0,1,0,0,0,0,05905
1678,940,132,436,234,96,42,76,47,34,3,6,25,13,13,13,0,0,0,0,0,0,29,27,5,5,17,2,2,0,2,0,0,0,0,0,05906
1679,137,27,52,31,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05907
1680,13099,383,1595,2394,4587,4140,835,467,444,116,43,285,23,23,23,0,0,0,0,0,0,368,368,73,0,295,0,0,0,0,0,0,0,0,0,06001
1681,15621,1324,4318,4144,3315,2520,822,471,471,123,64,284,0,0,0,0,0,0,0,0,0,351,334,51,33,250,17,17,0,0,17,0,0,0,0,06002
1682,43009,5073,16073,11979,6399,3485,2481,1181,979,259,134,586,202,166,88,72,6,36,14,0,22,1300,1220,417,75,728,80,75,41,34,0,5,5,0,0,06010
1683,6379,252,1304,1833,1823,1167,450,208,190,9,20,161,18,18,18,0,0,0,0,0,0,242,242,82,29,131,0,0,0,0,0,0,0,0,0,06013
1684,4518,184,1712,1321,871,430,153,98,98,20,11,67,0,0,0,0,0,0,0,0,0,55,54,33,0,21,1,0,0,0,0,1,0,0,1,06016
1685,2061,344,737,672,169,139,72,9,0,0,0,0,9,0,0,0,0,9,9,0,0,63,56,0,0,56,7,7,0,7,0,0,0,0,0,06018
1686,7056,310,1444,1877,1975,1450,540,202,168,70,0,98,34,34,21,0,13,0,0,0,0,338,329,129,0,200,9,9,0,0,9,0,0,0,0,06019
1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06020
1688,218,11,65,53,50,39,27,8,8,0,0,8,0,0,0,0,0,0,0,0,0,19,14,0,0,14,5,5,5,0,0,0,0,0,0,06021
1689,40,0,0,25,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,06022
1690,796,50,220,260,161,105,45,32,32,32,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,06023
1691,571,27,281,157,76,30,35,25,25,10,15,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,06024
1692,3555,152,751,1141,844,667,269,169,169,48,21,100,0,0,0,0,0,0,0,0,0,100,56,19,21,16,44,25,0,25,0,19,0,19,0,06026
1693,1073,48,376,255,264,130,74,60,37,0,3,34,23,19,15,0,4,4,0,0,4,14,14,4,3,7,0,0,0,0,0,0,0,0,0,06027
1694,10518,673,2304,3403,2478,1660,804,323,295,83,35,177,28,28,28,0,0,0,0,0,0,481,384,86,134,164,97,97,97,0,0,0,0,0,0,06029
1695,984,38,183,277,312,174,47,20,18,11,0,7,2,2,2,0,0,0,0,0,0,27,24,6,7,11,3,3,3,0,0,0,0,0,0,06031
1696,12604,409,2256,2516,3875,3548,754,362,320,95,17,208,42,26,7,0,19,16,16,0,0,392,354,143,10,201,38,34,34,0,0,4,4,0,0,06032
1697,19689,760,3103,3860,5733,6233,1788,872,863,321,56,486,9,9,9,0,0,0,0,0,0,916,916,211,57,648,0,0,0,0,0,0,0,0,0,06033
1698,5948,187,1214,1370,2063,1114,308,212,200,53,24,123,12,12,0,12,0,0,0,0,0,96,96,53,0,43,0,0,0,0,0,0,0,0,0,06035
1699,13674,893,3806,3918,3130,1927,736,376,376,88,13,275,0,0,0,0,0,0,0,0,0,360,336,196,0,140,24,24,24,0,0,0,0,0,0,06037
1700,1324,71,234,291,361,367,75,34,34,0,0,34,0,0,0,0,0,0,0,0,0,41,41,18,7,16,0,0,0,0,0,0,0,0,0,06039
1701,23944,2355,6666,7117,4866,2940,1758,950,744,287,199,258,206,86,32,12,42,120,85,27,8,808,776,272,152,352,32,17,17,0,0,15,15,0,0,06040
1702,16251,1149,3984,4462,4020,2636,827,419,293,63,16,214,126,111,63,0,48,15,0,0,15,408,349,110,79,160,59,40,0,40,0,19,0,19,0,06042
1703,3639,161,889,914,861,814,286,137,125,55,0,70,12,12,0,12,0,0,0,0,0,149,128,44,10,74,21,10,10,0,0,11,11,0,0,06043
1704,18886,4957,7363,4190,1817,559,1807,784,482,103,57,322,302,223,142,48,33,79,26,27,26,1023,837,228,171,438,186,79,49,18,12,107,45,0,62,06051
1705,5479,688,1701,1543,726,821,370,220,167,12,0,155,53,53,0,0,53,0,0,0,0,150,121,78,0,43,29,0,0,0,0,29,0,29,0,06052
1706,22125,4420,7536,5367,2773,2029,2976,1386,1170,424,20,726,216,113,103,3,7,103,19,70,14,1590,1465,572,70,823,125,70,47,0,23,55,24,22,9,06053
1707,4570,256,1029,1290,1207,788,315,131,131,93,15,23,0,0,0,0,0,0,0,0,0,184,148,58,0,90,36,36,17,0,19,0,0,0,0,06057
1708,1127,69,264,334,230,230,78,37,37,16,0,21,0,0,0,0,0,0,0,0,0,41,38,3,5,30,3,3,3,0,0,0,0,0,0,06058
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06059
1710,1622,31,243,286,433,629,88,52,52,30,0,22,0,0,0,0,0,0,0,0,0,36,36,17,0,19,0,0,0,0,0,0,0,0,0,06060
1711,161,15,99,47,0,0,39,19,19,0,0,19,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,06061
1712,12917,1293,4501,4066,2029,1028,840,441,377,240,20,117,64,36,27,9,0,28,0,0,28,399,380,172,29,179,19,19,11,0,8,0,0,0,0,06062
1713,2290,90,661,507,739,293,140,69,69,42,0,27,0,0,0,0,0,0,0,0,0,71,62,43,11,8,9,9,9,0,0,0,0,0,0,06063
1714,632,58,185,168,153,68,9,5,5,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,06065
1715,21147,1647,6501,6063,3876,3060,1301,582,451,220,105,126,131,106,61,28,17,25,0,25,0,719,650,315,25,310,69,41,41,0,0,28,0,0,28,06066
1716,14416,988,3771,3281,3933,2443,769,471,398,143,17,238,73,73,60,13,0,0,0,0,0,298,298,123,56,119,0,0,0,0,0,0,0,0,0,06067
1717,1280,100,252,223,373,332,142,17,17,0,0,17,0,0,0,0,0,0,0,0,0,125,125,15,0,110,0,0,0,0,0,0,0,0,0,06068
1718,1999,177,553,449,443,377,145,91,91,33,0,58,0,0,0,0,0,0,0,0,0,54,54,27,0,27,0,0,0,0,0,0,0,0,0,06069
1719,10263,298,946,2095,3937,2987,875,588,570,172,51,347,18,11,11,0,0,7,0,0,7,287,287,65,52,170,0,0,0,0,0,0,0,0,0,06070
1720,8153,915,2537,2482,1230,989,574,278,255,66,49,140,23,10,10,0,0,13,0,0,13,296,234,105,0,129,62,62,0,26,36,0,0,0,0,06071
1721,4037,86,609,824,1087,1431,336,181,181,56,29,96,0,0,0,0,0,0,0,0,0,155,155,30,21,104,0,0,0,0,0,0,0,0,0,06073
1722,17516,1156,3917,4094,4765,3584,1408,996,955,496,141,318,41,14,14,0,0,27,0,0,27,412,379,203,41,135,33,33,33,0,0,0,0,0,0,06074
1723,8538,791,3345,2699,1033,670,794,413,247,91,0,156,166,160,68,35,57,6,0,0,6,381,320,173,5,142,61,61,41,0,20,0,0,0,0,06076
1724,8652,960,1978,2430,1943,1341,832,337,285,114,9,162,52,44,0,10,34,8,0,0,8,495,446,166,20,260,49,49,49,0,0,0,0,0,0,06078
1725,987,32,221,348,227,159,57,26,26,9,17,0,0,0,0,0,0,0,0,0,0,31,21,11,0,10,10,0,0,0,0,10,0,0,10,06081
1726,32653,3821,12465,9138,4779,2450,1835,1045,824,343,140,341,221,150,114,13,23,71,52,18,1,790,741,265,118,358,49,33,19,14,0,16,11,5,0,06082
1727,10068,513,2233,2774,2398,2150,721,442,429,193,45,191,13,13,0,13,0,0,0,0,0,279,239,95,16,128,40,7,7,0,0,33,0,0,33,06084
1728,4871,334,1024,1049,1342,1122,384,192,172,28,33,111,20,10,10,0,0,10,0,0,10,192,192,99,0,93,0,0,0,0,0,0,0,0,0,06085
1729,3773,314,1406,1020,643,390,230,68,68,14,48,6,0,0,0,0,0,0,0,0,0,162,152,64,86,2,10,10,10,0,0,0,0,0,0,06088
1730,2014,42,181,435,623,733,248,148,148,11,0,137,0,0,0,0,0,0,0,0,0,100,100,20,7,73,0,0,0,0,0,0,0,0,0,06089
1731,675,17,188,85,228,157,86,48,48,15,0,33,0,0,0,0,0,0,0,0,0,38,29,29,0,0,9,9,9,0,0,0,0,0,0,06090
1732,132,37,27,19,41,8,12,7,7,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,0,3,2,2,2,0,0,0,0,0,0,06091
1733,2686,26,259,528,903,970,334,171,171,73,0,98,0,0,0,0,0,0,0,0,0,163,163,37,0,126,0,0,0,0,0,0,0,0,0,06092
1734,2229,47,684,661,552,285,184,68,68,51,0,17,0,0,0,0,0,0,0,0,0,116,116,41,0,75,0,0,0,0,0,0,0,0,0,06093
1735,20215,1610,5342,5987,3961,3315,1348,654,519,101,67,351,135,107,62,6,39,28,28,0,0,694,694,195,71,428,0,0,0,0,0,0,0,0,0,06095
1736,9247,912,3227,2974,1324,810,550,340,232,116,16,100,108,91,65,26,0,17,0,0,17,210,200,71,53,76,10,0,0,0,0,10,10,0,0,06096
1737,8929,961,3160,2926,1074,808,577,334,239,120,5,114,95,76,76,0,0,19,19,0,0,243,193,106,35,52,50,0,0,0,0,50,0,0,50,06098
1738,1092,6,72,171,350,493,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,19,0,0,0,0,0,0,0,0,0,06103
1739,14408,2748,3648,3990,1906,2116,1218,460,457,64,96,297,3,0,0,0,0,3,0,0,3,758,699,203,91,405,59,59,0,0,59,0,0,0,0,06105
1740,22451,7964,6544,4666,2153,1124,3781,1927,1452,211,223,1018,475,183,72,51,60,292,78,58,156,1854,1539,220,136,1183,315,202,75,27,100,113,0,83,30,06106
1741,13383,321,1651,1953,4410,5048,879,477,472,142,29,301,5,5,5,0,0,0,0,0,0,402,379,97,22,260,23,23,15,0,8,0,0,0,0,06107
1742,16305,3276,5503,5197,1575,754,1276,787,567,208,147,212,220,130,28,86,16,90,16,22,52,489,415,113,32,270,74,51,35,10,6,23,12,0,11,06108
1743,19214,1884,4721,4635,4608,3366,1136,508,456,128,71,257,52,8,8,0,0,44,44,0,0,628,585,181,60,344,43,43,43,0,0,0,0,0,0,06109
1744,8577,1199,2292,1978,1711,1397,862,386,347,92,43,212,39,6,6,0,0,33,0,33,0,476,433,121,47,265,43,0,0,0,0,43,34,0,9,06110
1745,22615,2009,6240,6631,4764,2971,1195,652,560,273,19,268,92,78,78,0,0,14,0,13,1,543,526,177,42,307,17,17,8,0,9,0,0,0,0,06111
1746,12621,3507,4691,3469,702,252,2292,1144,1041,214,105,722,103,39,5,20,14,64,0,47,17,1148,999,167,137,695,149,118,45,50,23,31,0,0,31,06112
1747,16196,5577,4714,3969,1183,753,1967,993,772,111,96,565,221,59,58,0,1,162,52,29,81,974,780,230,161,389,194,126,31,22,73,68,16,15,37,06114
1748,10833,505,1392,1813,2873,4250,2502,1046,1030,206,9,815,16,5,0,0,5,11,0,0,11,1456,1456,374,91,991,0,0,0,0,0,0,0,0,0,06117
1749,19313,2582,6784,5571,2834,1542,1389,710,613,51,187,375,97,97,75,0,22,0,0,0,0,679,595,103,251,241,84,68,63,0,5,16,0,16,0,06118
1750,11107,608,2282,2033,2690,3494,376,170,160,59,28,73,10,10,0,0,10,0,0,0,0,206,199,47,14,138,7,7,0,0,7,0,0,0,0,06119
1751,7212,2635,2385,1796,276,120,678,296,234,47,119,68,62,11,3,0,8,51,0,21,30,382,325,46,50,229,57,19,0,6,13,38,0,0,38,06120
1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06160
1753,10308,2697,3458,2321,930,902,2562,1082,993,297,39,657,89,83,59,12,12,6,4,0,2,1480,1400,469,190,741,80,67,31,9,27,13,0,13,0,06226
1754,2633,78,503,624,768,660,144,48,44,9,0,35,4,0,0,0,0,4,0,0,4,96,43,0,0,43,53,53,0,0,53,0,0,0,0,06231
1755,2021,102,556,607,472,284,191,107,83,28,17,38,24,24,15,9,0,0,0,0,0,84,84,19,23,42,0,0,0,0,0,0,0,0,0,06232
1756,5899,987,1989,1588,700,635,353,223,222,110,0,112,1,0,0,0,0,1,0,0,1,130,119,23,14,82,11,11,11,0,0,0,0,0,0,06234
1757,1669,161,691,397,264,156,125,51,38,15,6,17,13,13,7,0,6,0,0,0,0,74,48,8,21,19,26,15,15,0,0,11,11,0,0,06235
1758,3986,208,1088,1177,840,673,275,109,102,60,0,42,7,0,0,0,0,7,0,0,7,166,107,53,15,39,59,59,0,9,50,0,0,0,0,06237
1759,8893,584,2672,2732,1623,1282,709,483,360,100,73,187,123,36,36,0,0,87,86,0,1,226,226,107,40,79,0,0,0,0,0,0,0,0,0,06238
1760,7131,1227,2601,2042,903,358,493,277,201,39,0,162,76,47,47,0,0,29,0,29,0,216,151,14,8,129,65,51,9,0,42,14,14,0,0,06239
1761,5059,546,1970,1513,562,468,436,181,150,31,23,96,31,31,31,0,0,0,0,0,0,255,202,25,19,158,53,53,53,0,0,0,0,0,0,06241
1762,1019,62,282,321,181,173,59,26,17,4,0,13,9,9,0,0,9,0,0,0,0,33,31,14,9,8,2,2,2,0,0,0,0,0,0,06242
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06243
1764,2057,119,716,626,335,261,156,87,85,21,13,51,2,0,0,0,0,2,2,0,0,69,69,21,4,44,0,0,0,0,0,0,0,0,0,06247
1765,3783,93,721,1198,1070,701,449,220,220,44,0,176,0,0,0,0,0,0,0,0,0,229,229,105,0,124,0,0,0,0,0,0,0,0,0,06248
1766,5225,344,1270,1574,1139,898,363,167,133,12,13,108,34,34,34,0,0,0,0,0,0,196,196,120,0,76,0,0,0,0,0,0,0,0,0,06249
1767,3287,221,593,866,589,1018,221,130,119,39,0,80,11,0,0,0,0,11,0,0,11,91,80,9,0,71,11,11,0,11,0,0,0,0,0,06250
1768,1400,109,442,466,209,174,94,52,49,18,14,17,3,3,3,0,0,0,0,0,0,42,39,12,0,27,3,3,3,0,0,0,0,0,0,06254
1769,3472,578,1359,819,430,286,356,183,169,7,38,124,14,14,14,0,0,0,0,0,0,173,114,52,0,62,59,59,15,44,0,0,0,0,0,06255
1770,1946,318,829,415,276,108,161,106,105,13,0,92,1,0,0,0,0,1,0,0,1,55,55,21,18,16,0,0,0,0,0,0,0,0,0,06256
1771,2990,236,890,826,482,556,307,146,125,24,20,81,21,6,0,0,6,15,0,15,0,161,142,59,16,67,19,0,0,0,0,19,0,19,0,06259
1772,6473,714,2411,2092,782,474,280,159,140,16,22,102,19,19,0,12,7,0,0,0,0,121,110,12,18,80,11,11,11,0,0,0,0,0,0,06260
1773,461,63,208,145,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06262
1774,82,0,34,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06263
1775,70,4,45,3,6,12,6,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06264
1776,354,82,133,91,28,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,06266
1777,5429,554,1082,1074,740,1979,1629,865,863,208,6,649,2,0,0,0,0,2,0,0,2,764,733,225,16,492,31,0,0,0,0,31,0,0,31,06268
1778,72,0,0,41,27,4,4968,2284,2284,637,138,1509,0,0,0,0,0,0,0,0,0,2684,2684,1186,83,1415,0,0,0,0,0,0,0,0,0,06269
1779,2858,194,1100,899,447,218,150,66,38,0,0,38,28,22,22,0,0,6,0,6,0,84,84,19,8,57,0,0,0,0,0,0,0,0,0,06277
1780,3022,260,828,714,734,486,212,146,141,19,13,109,5,5,5,0,0,0,0,0,0,66,61,33,0,28,5,5,0,0,5,0,0,0,0,06278
1781,3843,138,1175,1103,778,649,345,156,156,43,0,113,0,0,0,0,0,0,0,0,0,189,189,130,20,39,0,0,0,0,0,0,0,0,0,06279
1782,2319,142,808,882,297,190,119,75,35,13,0,22,40,3,3,0,0,37,0,0,37,44,44,26,0,18,0,0,0,0,0,0,0,0,0,06280
1783,4759,276,1317,1231,1035,900,520,298,241,94,0,147,57,57,57,0,0,0,0,0,0,222,211,128,0,83,11,11,11,0,0,0,0,0,0,06281
1784,912,79,308,192,140,193,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,0,11,14,14,14,0,0,0,0,0,0,06282
1785,16586,3008,5254,4703,2051,1570,2771,1354,1254,466,29,759,100,75,9,66,0,25,0,14,11,1417,1312,410,126,776,105,105,14,34,57,0,0,0,0,06320
1786,2319,257,834,740,327,161,240,104,91,37,7,47,13,13,13,0,0,0,0,0,0,136,136,53,24,59,0,0,0,0,0,0,0,0,0,06330
1787,3614,272,1458,1064,555,265,253,181,121,26,0,95,60,60,11,45,4,0,0,0,0,72,72,30,7,35,0,0,0,0,0,0,0,0,0,06331
1788,286,19,201,66,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,06332
1789,4419,175,927,1166,950,1201,376,173,163,30,26,107,10,10,9,0,1,0,0,0,0,203,203,50,7,146,0,0,0,0,0,0,0,0,0,06333
1790,1797,131,675,589,217,185,235,99,81,27,0,54,18,7,0,7,0,11,0,11,0,136,118,59,8,51,18,18,18,0,0,0,0,0,0,06334
1791,4762,226,995,1438,1062,1041,385,236,204,30,0,174,32,32,32,0,0,0,0,0,0,149,131,14,16,101,18,18,18,0,0,0,0,0,0,06335
1792,39,6,17,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06336
1793,5595,352,1839,1842,915,647,330,138,114,58,0,56,24,2,0,1,1,22,0,0,22,192,178,117,0,61,14,14,3,0,11,0,0,0,0,06339
1794,19019,1728,5916,5735,3330,2310,2366,1652,998,546,106,346,654,645,633,0,12,9,9,0,0,714,514,224,41,249,200,139,115,0,24,61,0,0,61,06340
1795,84,34,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06350
1796,11398,1326,4664,3133,1151,1124,785,317,269,68,55,146,48,28,26,0,2,20,0,20,0,468,355,65,25,265,113,65,53,0,12,48,0,0,48,06351
1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06353
1798,4376,641,1653,1559,297,226,267,48,41,0,1,40,7,0,0,0,0,7,0,7,0,219,219,22,0,197,0,0,0,0,0,0,0,0,0,06354
1799,9543,262,2073,2395,2580,2233,625,247,247,86,9,152,0,0,0,0,0,0,0,0,0,378,338,138,11,189,40,24,24,0,0,16,0,0,16,06355
1800,9702,1008,2292,2954,1676,1772,432,186,151,92,0,59,35,35,0,18,17,0,0,0,0,246,218,126,21,71,28,13,8,0,5,15,0,0,15,06357
1801,3882,137,1353,834,701,857,192,114,100,0,0,100,14,14,0,14,0,0,0,0,0,78,37,2,19,16,41,41,22,19,0,0,0,0,0,06359
1802,25777,3423,8826,8149,3214,2165,1633,884,730,254,136,340,154,113,62,30,21,41,23,14,4,749,716,120,57,539,33,33,7,0,26,0,0,0,0,06360
1803,3466,278,1275,1164,461,288,211,126,82,14,7,61,44,31,31,0,0,13,13,0,0,85,43,0,0,43,42,0,0,0,0,42,42,0,0,06365
1804,5216,369,1976,1420,1019,432,194,88,75,19,0,56,13,13,13,0,0,0,0,0,0,106,67,0,12,55,39,39,39,0,0,0,0,0,0,06370
1805,7423,232,1379,1785,1915,2112,397,314,299,132,0,167,15,15,7,8,0,0,0,0,0,83,77,22,0,55,6,6,6,0,0,0,0,0,0,06371
