,total,disabled,zipcode
26175,25635,3561,75766
26176,3223,758,75770
26177,18769,2556,75771
26178,12175,2373,75773
26179,3534,618,75778
26180,161,18,75779
26181,187,23,75780
26182,7155,1815,75783
26183,704,133,75784
26184,9622,1454,75785
26185,172,12,75788
26186,6977,1087,75789
26187,4081,785,75790
26188,13408,1267,75791
26189,3346,657,75792
26190,15852,2293,75801
26191,17922,2098,75803
26192,5881,880,75831
26193,41,0,75832
26194,3326,556,75833
26195,11017,2212,75835
26196,671,130,75838
26197,5124,793,75839
26198,6970,905,75840
26199,6143,1326,75844
26200,4439,658,75845
26201,2938,475,75846
26202,1948,349,75847
26203,105,7,75848
26204,197,46,75849
26205,691,123,75850
26206,2547,581,75851
26207,1492,216,75852
26208,1236,183,75853
26209,2292,469,75855
26210,221,0,75856
26211,51,28,75858
26212,2140,435,75859
26213,4845,801,75860
26214,2025,204,75861
26215,8524,2178,75862
26216,29298,5323,75901
26217,33404,6006,75904
26218,4421,720,75925
26219,1122,267,75926
26220,1038,232,75928
26221,1630,472,75929
26222,1833,284,75930
26223,2321,461,75931
26224,1738,462,75932
26225,1358,347,75933
26226,27,15,75934
26227,13810,2407,75935
26228,1154,223,75936
26229,924,203,75937
26230,2447,539,75938
26231,3974,914,75939
26232,9025,1117,75941
26233,289,107,75942
26234,1305,222,75943
26235,1288,296,75944
26236,3398,891,75946
26237,6097,1587,75948
26238,7071,1617,75949
26239,15280,3210,75951
26240,2975,470,75954
26241,7207,1473,75956
26242,1080,218,75959
26243,858,154,75960
26244,14993,2537,75961
26245,3432,549,75962
26246,19177,2490,75964
26247,18398,1947,75965
26248,3848,678,75966
26249,1917,384,75968
26250,3315,697,75969
26251,6196,1943,75972
26252,2565,568,75973
26253,2898,457,75974
26254,3678,534,75975
26255,883,102,75976
26256,1627,245,75977
26257,87,9,75978
26258,9409,2003,75979
26259,2717,791,75980
26260,31558,2439,76001
26261,30925,2176,76002
26262,23385,1716,76006
26263,14267,1183,76008
26264,19477,2338,76009
26265,56493,5685,76010
26266,22177,2412,76011
26267,25611,3256,76012
26268,31066,3972,76013
26269,35044,3860,76014
26270,16278,1903,76015
26271,31503,3567,76016
26272,42777,4218,76017
26273,27765,2149,76018
26274,26726,4589,76020
26275,34399,3175,76021
26276,12799,1730,76022
26277,5781,1175,76023
26278,62371,6547,76028
26279,16736,2151,76031
26280,23891,2434,76033
26281,23523,1385,76034
26282,1474,164,76035
26283,22355,2227,76036
26284,32618,2405,76039
26285,29581,3244,76040
26286,174,51,76041
26287,7245,942,76043
26288,3777,436,76044
26289,22254,4126,76048
26290,24120,3426,76049
26291,5860,614,76050
26292,47281,4159,76051
26293,16537,1131,76052
26294,28677,3407,76053
26295,11081,957,76054
26296,2780,447,76055
26297,18297,1921,76058
26298,5063,725,76059
26299,6939,778,76060
26300,182,0,76061
26301,61865,4323,76063
26302,1550,217,76064
26303,29109,2883,76065
26304,3628,354,76066
26305,19631,3276,76067
26306,591,44,76070
26307,3683,610,76071
26308,5409,736,76073
26309,436,65,76077
26310,8957,1220,76078
26311,18590,2240,76082
26312,7217,781,76084
26313,8061,1100,76085
26314,20104,2969,76086
26315,24830,2550,76087
26316,12006,1498,76088
26317,27236,1429,76092
26318,2036,262,76093
26319,7149,1216,76102
26320,14030,2019,76103
26321,15463,2859,76104
26322,21457,2760,76105
26323,35235,3028,76106
26324,25504,2404,76107
26325,38180,4242,76108
26326,21612,2240,76109
26327,31019,3009,76110
26328,20966,1852,76111
26329,39370,6272,76112
26330,24739,3442,76114
26331,21686,1824,76115
26332,46300,6452,76116
26333,30888,3924,76117
26334,14539,1612,76118
26335,40554,6251,76119
26336,17578,1428,76120
26337,30301,2218,76123
26338,20124,2056,76126
26339,171,18,76127
26340,2749,55,76129
26341,31217,2167,76131
26342,24319,2383,76132
26343,50189,5747,76133
26344,24120,2669,76134
26345,20351,2580,76135
26346,54314,5068,76137
26347,27666,3417,76140
26348,23843,2574,76148
26349,3643,289,76155
26350,17724,1726,76164
26351,5296,160,76177
26352,49215,3972,76179
26353,33297,4586,76180
26354,29541,2852,76182
26355,26135,2321,76201
26356,17650,2063,76205
26357,11413,1374,76207
26358,19644,2100,76208
26359,24943,2646,76209
26360,40412,3181,76210
26361,3377,513,76225
26362,19892,1311,76226
26363,23242,1737,76227
26364,1042,208,76228
26365,9683,1398,76230
26366,3291,314,76233
26367,15113,2089,76234
26368,397,41,76238
26369,1050,184,76239
26370,25726,3610,76240
26371,63945,2916,76244
26372,1508,477,76245
26373,12140,1721,76247
26374,35451,2344,76248
26375,6765,670,76249
26376,936,102,76250
26377,677,165,76251
26378,3058,260,76252
26379,218,66,76253
26380,5296,1160,76255
26381,5928,475,76258
26382,4831,526,76259
26383,367,69,76261
26384,30903,1743,76262
26385,27,7,76263
26386,1259,212,76264
26387,1812,361,76265
26388,14704,1697,76266
26389,201,41,76268
26390,1770,335,76270
26391,1310,192,76271
26392,4977,1063,76272
26393,8477,1172,76273
26394,16632,2776,76301
26395,12358,1638,76302
26396,4444,674,76305
26397,14507,2374,76306
26398,19252,2084,76308
26399,13093,1828,76309
26400,18085,2100,76310
26401,1553,87,76311
26402,1694,360,76351
26403,10857,1636,76354
26404,626,136,76357
26405,3433,744,76360
26406,245,57,76363
26407,168,44,76364
26408,4732,830,76365
26409,2286,309,76366
26410,9790,1691,76367
26411,244,65,76370
26412,1590,326,76371
26413,916,236,76372
26414,281,71,76373
26415,3863,726,76374
26416,787,141,76377
26417,715,130,76379
26418,3673,765,76380
26419,12415,2270,76384
26420,303,59,76388
26421,1332,153,76389
26422,26030,3031,76401
26423,940,44,76402
26424,8239,1151,76424
26425,10288,1840,76426
26426,1225,325,76427
26427,131,17,76429
26428,2683,339,76430
26429,3525,486,76431
26430,1172,138,76432
26431,1808,190,76433
26432,569,72,76435
26433,102,30,76436
26434,5686,1007,76437
26435,7741,1323,76442
26436,1813,341,76443
26437,3301,701,76444
26438,343,81,76445
26439,8216,1065,76446
26440,5216,1376,76448
26441,2351,407,76449
26442,13498,2160,76450
26443,76,2,76452
26444,1082,182,76453
26445,1370,284,76454
26446,995,164,76455
26447,4454,837,76457
26448,4732,827,76458
26449,182,35,76459
26450,447,54,76460
26451,3221,419,76462
26452,624,83,76463
26453,442,112,76464
26454,161,5,76466
26455,20,13,76469
26456,3519,641,76470
26457,1986,519,76471
26458,1282,226,76472
26459,288,21,76474
26460,824,107,76475
26461,2789,285,76476
26462,184,24,76481
26463,829,170,76483
26464,895,204,76484
26465,1267,327,76486
26466,1901,301,76487
26467,125,37,76490
26468,584,100,76491
26469,16777,2495,76501
26470,32705,3698,76502
26471,22248,3673,76504
26472,0,0,76508
26473,1701,256,76511
26474,34012,4304,76513
26475,1542,279,76518
26476,853,108,76519
26477,7587,1749,76520
26478,33970,4217,76522
26479,0,0,76523
26480,3481,386,76524
26481,1108,203,76525
26482,3945,539,76527
26483,16803,2891,76528
26484,2279,379,76530
26485,4481,983,76531
26486,2185,260,76534
26487,4060,418,76537
26488,876,100,76538
26489,7831,1115,76539
26490,17888,2746,76541
26491,37103,3895,76542
26492,27094,3831,76543
26493,19818,689,76544
26494,25199,3202,76548
26495,42769,4639,76549
26496,11446,1986,76550
26497,1953,246,76554
26498,1373,332,76556
26499,4866,846,76557
26500,4667,787,76559
26501,1037,111,76561
26502,52,21,76565
26503,212,34,76566
26504,8917,1749,76567
26505,1943,312,76569
26506,2822,524,76570
26507,5689,678,76571
26508,16,5,76573
26509,17752,2946,76574
26510,3349,639,76577
26511,1709,234,76578
26512,4624,425,76579
26513,0,0,76596
26514,0,0,76597
26515,0,0,76598
26516,0,0,76599
26517,1021,137,76621
26518,1161,199,76622
26519,145,27,76623
26520,2150,314,76624
26521,1841,415,76626
26522,1614,373,76627
26523,91,38,76628
26524,1844,345,76629
26525,1567,244,76630
26526,516,76,76631
26527,1407,263,76632
26528,6072,712,76633
26529,6184,1241,76634
26530,1302,214,76635
26531,1535,335,76636
26532,587,81,76637
26533,3083,265,76638
26534,1449,357,76639
26535,3183,535,76640
26536,1724,309,76641
26537,5972,1029,76642
26538,13662,1099,76643
26539,10972,1742,76645
26540,2521,455,76648
26541,770,127,76649
26542,68,19,76650
26543,3228,531,76651
26544,958,157,76652
26545,865,210,76653
26546,115,18,76654
26547,9000,882,76655
26548,2595,512,76656
26549,8807,1131,76657
26550,466,128,76660
26551,6265,1235,76661
26552,2883,656,76664
26553,2541,431,76665
26554,154,54,76666
26555,11109,1555,76667
26556,1268,146,76670
26557,2063,392,76671
26558,1233,325,76673
26559,409,51,76676
26560,218,61,76678
26561,1356,349,76679
26562,383,107,76680
26563,574,103,76681
26564,2673,407,76682
26565,4,0,76685
26566,237,48,76686
26567,1825,534,76687
26568,3684,466,76689
26569,1010,169,76690
26570,5968,840,76691
26571,9686,2021,76692
26572,1475,262,76693
26573,1429,193,76701
26574,7887,1713,76704
26575,27991,4474,76705
26576,36001,3459,76706
26577,15333,2124,76707
26578,25578,3279,76708
26579,22395,2954,76710
26580,7894,1179,76711
26581,23389,2866,76712
26582,1835,11,76798
26583,23626,3325,76801
26584,5206,686,76802
26585,124,13,76820
26586,4825,655,76821
26587,3501,362,76823
26588,0,0,76824
26589,7064,1154,76825
26590,277,45,76827
26591,163,36,76828
26592,74,0,76831
26593,548,128,76832
26594,5691,668,76834
26595,8,6,76836
26596,1870,318,76837
26597,28,11,76841
26598,78,0,76842
26599,3553,477,76844
26600,167,16,76845
26601,91,33,76848
26602,3928,682,76849
26603,228,37,76852
26604,1393,288,76853
26605,228,112,76854
26606,3743,735,76856
26607,2156,320,76857
26608,333,51,76858
26609,1987,504,76859
26610,2282,208,76861
26611,364,48,76862
26612,655,93,76864
26613,153,29,76865
26614,486,106,76866
26615,22,22,76869
26616,222,23,76870
26617,927,129,76871
26618,608,107,76872
26619,78,11,76873
26620,61,25,76874
26621,655,71,76875
26622,3888,584,76877
26623,1755,265,76878
26624,261,45,76882
26625,130,11,76884
26626,113,0,76885
26627,133,58,76887
26628,67,17,76888
26629,977,131,76890
26630,27215,3994,76901
26631,31203,4964,76903
26632,31821,3197,76904
26633,12228,1227,76905
26634,42,0,76908
26635,120,31,76930
26636,3511,268,76932
26637,1174,162,76933
26638,1380,286,76934
26639,1466,156,76935
26640,3242,381,76936
26641,18,10,76937
26642,94,33,76939
26643,56,39,76940
26644,1432,126,76941
26645,3629,398,76943
26646,1606,265,76945
26647,20,1,76949
26648,4047,362,76950
26649,1321,138,76951
26650,29,4,76953
26651,0,0,76955
26652,0,0,76957
26653,279,6,76958
26654,4545,755,77002
26655,10571,1145,77003
26656,31494,3468,77004
26657,25752,1204,77005
26658,20497,1626,77006
26659,30861,2044,77007
26660,30565,2830,77008
26661,39630,5675,77009
26662,564,0,77010
26663,19442,2387,77011
26664,21868,2363,77012
26665,18464,1792,77013
26666,30649,2285,77014
26667,57045,6203,77015
26668,26973,5753,77016
26669,33257,3565,77017
26670,26699,2514,77018
26671,19952,1454,77019
26672,26753,4511,77020
26673,25258,3970,77021
26674,28861,3957,77022
26675,29867,3534,77023
26676,35253,2884,77024
26677,26315,2146,77025
26678,22844,4086,77026
26679,15437,1083,77027
26680,15678,3391,77028
26681,18137,3010,77029
26682,10964,668,77030
26683,18066,1382,77031
26684,13038,1930,77032
26685,27360,4976,77033
26686,35492,3672,77034
26687,35597,3808,77035
26688,67982,4432,77036
26689,20074,1635,77037
26690,28155,2514,77038
26691,28138,2959,77039
26692,44584,3177,77040
26693,36800,2747,77041
26694,36555,1878,77042
26695,23329,1504,77043
26696,33672,2923,77044
26697,32617,4019,77045
26698,1122,82,77046
26699,22302,2035,77047
26700,16025,2849,77048
26701,29407,2245,77049
26702,4188,543,77050
26703,14758,3260,77051
26704,31654,2969,77053
26705,21559,1051,77054
26706,43881,3802,77055
26707,17122,1286,77056
26708,39867,2873,77057
26709,16075,1641,77058
26710,18784,873,77059
26711,44274,2954,77060
26712,24694,2101,77061
26713,25828,1935,77062
26714,35781,3042,77063
26715,45541,3192,77064
26716,37261,3506,77065
26717,31208,2012,77066
26718,30922,1967,77067
26719,10306,919,77068
26720,16088,1598,77069
26721,46525,3535,77070
26722,26502,3221,77071
26723,56081,4291,77072
26724,38406,2733,77073
26725,36334,3479,77074
26726,40010,3098,77075
26727,34823,2072,77076
26728,53058,3562,77077
26729,16722,2389,77078
26730,30654,2156,77079
26731,48541,4854,77080
26732,42521,2804,77081
26733,49699,3408,77082
26734,71791,4614,77083
26735,99208,5787,77084
26736,16373,1386,77085
26737,27704,2515,77086
26738,37935,4032,77087
26739,52893,6407,77088
26740,51036,4250,77089
26741,33926,2619,77090
26742,23265,3537,77091
26743,35315,3600,77092
26744,42628,4734,77093
26745,8547,374,77094
26746,68368,4291,77095
26747,34868,3402,77096
26748,12720,767,77098
26749,45143,5252,77099
26750,0,0,77201
26751,29834,3580,77301
26752,17868,2291,77302
26753,16921,2289,77303
26754,22938,2141,77304
26755,11437,1777,77306
26756,15390,2049,77316
26757,13122,1548,77318
26758,22013,2551,77320
26759,19,0,77326
26760,20244,4486,77327
26761,15657,2062,77328
26762,6139,1371,77331
26763,98,11,77334
26764,2447,629,77335
26765,12022,1578,77336
26766,34300,4537,77338
26767,39695,3463,77339
26768,22538,1921,77340
26769,0,0,77342
26770,28239,1712,77345
26771,54603,4084,77346
26772,106,30,77350
26773,29020,7052,77351
26774,32363,3843,77354
26775,25007,2259,77355
26776,24694,2465,77356
26777,19989,3090,77357
26778,5142,431,77358
26779,825,125,77359
26780,4739,1506,77360
26781,4773,845,77362
26782,3249,537,77363
26783,2059,367,77364
26784,26474,2821,77365
26785,212,22,77367
26786,151,25,77368
26787,708,166,77369
26788,8391,1750,77371
26789,12276,1915,77372
26790,55860,5824,77373
26791,577,63,77374
26792,41551,3455,77375
26793,320,153,77376
26794,30759,1883,77377
26795,13991,1282,77378
26796,72494,3800,77379
26797,24771,2648,77380
26798,36688,2976,77381
26799,36677,1604,77382
26800,12419,1330,77384
26801,19546,1849,77385
26802,42574,2479,77386
26803,40166,3506,77388
26804,24561,1862,77389
26805,43211,3672,77396
26806,17829,994,77401
26807,32893,2260,77406
26808,31937,1970,77407
26809,112,14,77412
26810,22673,3256,77414
26811,12,0,77415
26812,2445,386,77417
26813,9143,1136,77418
26814,1524,158,77419
26815,1960,328,77420
26816,12355,2397,77422
26817,9447,1339,77423
26818,2103,306,77426
26819,0,0,77428
26820,74311,4787,77429
26821,2007,352,77430
26822,66,0,77432
26823,55510,2905,77433
26824,4680,576,77434
26825,4462,773,77435
26826,0,0,77436
26827,16884,2435,77437
26828,0,0,77440
26829,5409,368,77441
26830,996,104,77442
26831,66,13,77443
26832,999,168,77444
26833,12432,1777,77445
26834,5403,404,77446
26835,13439,1525,77447
26836,109,35,77448
26837,95419,5985,77449
26838,70538,4357,77450
26839,87,15,77451
26840,441,113,77453
26841,283,40,77454
26842,1817,283,77455
26843,1172,243,77456
26844,544,83,77457
26845,286,97,77458
26846,58093,3573,77459
26847,174,6,77460
26848,9621,1619,77461
26849,254,30,77464
26850,7313,1067,77465
26851,905,36,77466
26852,119,0,77467
26853,177,11,77468
26854,34995,4277,77469
26855,208,91,77470
26856,35026,4075,77471
26857,76,24,77473
26858,12981,1444,77474
26859,688,197,77475
26860,177,36,77476
26861,36032,3198,77477
26862,23585,1722,77478
26863,77934,3684,77479
26864,7994,1207,77480
26865,3,0,77481
26866,1963,155,77482
26867,481,0,77483
26868,10884,1295,77484
26869,3779,523,77485
26870,6709,1113,77486
26871,14619,2042,77488
26872,35497,2875,77489
26873,23493,1645,77493
26874,71444,3244,77494
26875,51976,2641,77498
26876,36541,3909,77502
26877,24974,3256,77503
26878,24699,2570,77504
26879,23550,2130,77505
26880,35861,4385,77506
26881,0,0,77507
26882,13565,2482,77510
26883,46780,5151,77511
26884,4116,785,77514
26885,27596,3543,77515
26886,6235,554,77517
26887,7815,1133,77518
26888,1517,273,77519
26889,37441,5265,77520
26890,50156,5395,77521
26891,18658,2182,77523
26892,30368,3264,77530
26893,15185,1539,77531
26894,27186,3385,77532
26895,827,203,77533
26896,2988,358,77534
26897,26176,4678,77535
26898,31183,3467,77536
26899,1124,224,77538
26900,39595,5139,77539
26901,17482,2775,77541
26902,19868,1725,77545
26903,49059,3847,77546
26904,9782,1297,77547
26905,22578,3270,77550
26906,17160,2250,77551
26907,8449,1046,77554
26908,892,181,77560
26909,105,20,77561
26910,10738,1647,77562
26911,9835,1667,77563
26912,1901,280,77564
26913,5729,375,77565
26914,28353,3331,77566
26915,14583,2305,77568
26916,35991,4554,77571
26917,73076,6079,77573
26918,15276,2691,77575
26919,1337,228,77577
26920,14117,1548,77578
26921,319,30,77580
26922,41638,3205,77581
26923,24205,2252,77583
26924,74564,4477,77584
26925,1175,139,77585
26926,21852,2059,77586
26927,16729,1546,77587
26928,29701,4849,77590
26929,13674,2158,77591
26930,659,104,77597
26931,23485,2347,77598
26932,8415,1100,77611
26933,9118,1833,77612
26934,889,249,77613
26935,733,116,77614
26936,828,184,77615
26937,904,231,77616
26938,99,27,77617
26939,15810,2377,77619
26940,1623,138,77622
26941,816,157,77623
26942,1121,300,77624
26943,8159,1671,77625
26944,21363,2902,77627
26945,641,87,77629
26946,26341,5490,77630
26947,24128,3930,77632
26948,16396,3175,77640
26949,37200,5269,77642
26950,1349,139,77650
26951,12902,1585,77651
26952,364,72,77655
26953,17220,3002,77656
26954,20781,2762,77657
26955,4449,726,77659
26956,1037,265,77660
26957,916,107,77661
26958,26579,4966,77662
26959,994,226,77663
26960,2705,705,77664
26961,5345,777,77665
26962,15199,2692,77701
26963,2470,384,77702
26964,16169,3036,77703
26965,28147,4564,77705
26966,27938,3478,77706
26967,16015,2272,77707
26968,11227,1723,77708
26969,12321,1840,77713
26970,14197,1307,77801
26971,23680,2808,77802
26972,29212,4424,77803
26973,9568,1281,77807
26974,10950,1288,77808
26975,2948,413,77830
26976,3567,444,77831
26977,27343,4142,77833
26978,2313,285,77835
26979,11226,2156,77836
26980,1833,392,77837
26981,56009,3237,77840
26982,50592,3418,77845
26983,1094,151,77853
26984,78,0,77855
26985,4402,849,77856
26986,1038,208,77857
26987,6654,894,77859
26988,2965,433,77861
26989,6615,1003,77864
26990,1531,400,77865
26991,111,22,77867
26992,11125,1899,77868
26993,3146,513,77871
26994,1437,218,77872
26995,1481,166,77873
26996,194,27,77876
26997,597,61,77878
26998,4834,1276,77879
26999,1637,265,77880
27000,40819,6351,77901
27001,26021,3806,77904
27002,14372,2544,77905
27003,207,36,77950
27004,2282,237,77951
27005,9787,1718,77954
27006,8133,1369,77957
27007,17,0,77960
27008,92,0,77961
27009,3563,558,77962
27010,5652,1162,77963
27011,7826,1467,77964
27012,2528,269,77968
27013,266,54,77969
27014,336,115,77970
27015,657,134,77971
27016,78,0,77973
27017,562,87,77974
27018,1880,301,77975
27019,156,41,77976
27020,633,98,77977
27021,746,165,77978
27022,17041,3159,77979
27023,1239,128,77982
27024,2259,435,77983
27025,4059,754,77984
27026,154,51,77987
27027,408,80,77988
27028,669,162,77990
27029,218,0,77991
27030,157,0,77993
27031,297,78,77994
27032,8585,1726,77995
27033,0,0,78001
27034,9169,1244,78002
27035,7907,1610,78003
27036,1397,138,78004
27037,359,97,78005
27038,27557,3261,78006
27039,4,4,78007
27040,303,11,78008
27041,8205,1266,78009
27042,2914,477,78010
27043,1939,336,78011
27044,360,65,78012
27045,5597,860,78013
27046,4821,1224,78014
27047,9918,884,78015
27048,9550,1971,78016
27049,3227,647,78017
27050,1172,362,78019
27051,260,76,78021
27052,4370,810,78022
27053,25988,2147,78023
27054,1123,287,78024
27055,4781,1048,78025
27056,6037,907,78026
27057,506,13,78027
27058,38298,7064,78028
27059,0,0,78029
27060,1499,230,78039
27061,41415,7891,78040
27062,44343,4964,78041
27063,45547,5690,78043
27064,169,50,78044
27065,57801,5026,78045
27066,62107,7407,78046
27067,691,76,78050
27068,6637,820,78052
27069,1919,601,78055
27070,1948,177,78056
27071,822,83,78057
27072,817,151,78058
27073,5301,859,78059
27074,0,0,78060
27075,10581,2102,78061
27076,9524,1746,78063
27077,13520,1777,78064
27078,11721,1740,78065
27079,771,32,78066
27080,454,61,78067
27081,5473,789,78069
27082,14575,1770,78070
27083,2992,445,78071
27084,570,130,78072
27085,7298,1492,78073
27086,117,59,78075
27087,13607,2127,78076
27088,8946,1193,78101
27089,20001,3448,78102
27090,149,38,78104
27091,171,31,78107
27092,29314,2988,78108
27093,35689,4183,78109
27094,7557,1279,78112
27095,2569,479,78113
27096,19605,2956,78114
27097,411,90,78116
27098,745,120,78117
27099,3237,608,78118
27100,4640,1314,78119
27101,10593,1151,78121
27102,200,43,78122
27103,2636,286,78123
27104,5664,936,78124
27105,86,11,78125
27106,60407,7883,78130
27107,20263,2158,78132
27108,15844,2791,78133
27109,3341,617,78140
27110,817,210,78141
27111,146,22,78142
27112,243,80,78143
27113,8,4,78144
27114,90,38,78145
27115,902,85,78146
27116,1855,228,78147
27117,19603,3051,78148
27118,0,0,78150
27119,1524,338,78151
27120,2504,388,78152
27121,31024,3885,78154
27122,46181,6296,78155
27123,870,209,78159
27124,5006,682,78160
27125,788,99,78161
27126,335,54,78162
27127,10256,1315,78163
27128,4330,781,78164
27129,42277,6439,78201
27130,13072,2795,78202
27131,5807,1153,78203
27132,11001,1774,78204
27133,992,369,78205
27134,48543,9140,78207
27135,3313,699,78208
27136,39297,4809,78209
27137,37285,6215,78210
27138,34415,5649,78211
27139,27876,3776,78212
27140,42158,4735,78213
27141,23423,4946,78214
27142,1119,211,78215
27143,38575,4066,78216
27144,32402,4193,78217
27145,31582,5613,78218
27146,15051,2797,78219
27147,16488,3672,78220
27148,36891,5581,78221
27149,21076,3710,78222
27150,50005,8421,78223
27151,17706,2962,78224
27152,14055,2955,78225
27153,5785,1097,78226
27154,45910,6684,78227
27155,58616,10445,78228
27156,28848,2959,78229
27157,39929,3883,78230
27158,8155,755,78231
27159,36858,3580,78232
27160,45661,5554,78233
27161,2980,293,78234
27162,708,129,78235
27163,1198,71,78236
27164,37719,7756,78237
27165,24574,3348,78238
27166,27376,4734,78239
27167,52596,6634,78240
27168,32710,4635,78242
27169,0,0,78243
27170,29965,3619,78244
27171,59135,6790,78245
27172,49174,4930,78247
27173,14344,899,78248
27174,50296,5459,78249
27175,55299,5611,78250
27176,50871,5216,78251
27177,5028,335,78252
27178,30239,2421,78253
27179,46377,3115,78254
27180,12103,733,78255
27181,7079,376,78256
27182,3993,204,78257
27183,41528,2641,78258
27184,22358,1564,78259
27185,25515,1871,78260
27186,13510,835,78261
27187,4098,495,78263
27188,12973,2472,78264
27189,5831,701,78266
27190,774,101,78330
27191,27650,5030,78332
27192,0,0,78335
27193,11398,2737,78336
27194,0,0,78338
27195,732,120,78339
27196,457,92,78340
27197,2568,573,78341
27198,446,127,78342
27199,4572,950,78343
27200,449,51,78344
27201,537,234,78349
27202,564,107,78351
27203,205,29,78352
27204,627,251,78353
27205,6664,1718,78355
27206,2950,864,78357
27207,608,113,78358
27208,1938,334,78359
27209,5287,1278,78361
27210,9445,1286,78362
27211,29723,4086,78363
27212,9037,1583,78368
27213,440,79,78369
27214,4170,920,78370
27215,383,134,78371
27216,5517,1069,78372
27217,3692,520,78373
27218,16385,1611,78374
27219,3125,920,78375
27220,758,193,78376
27221,3376,729,78377
27222,1489,257,78379
27223,23217,5027,78380
27224,20116,3893,78382
27225,4024,830,78383
27226,5626,1202,78384
27227,453,11,78385
27228,10107,2097,78387
27229,1631,283,78389
27230,5760,963,78390
27231,322,125,78391
27232,2427,483,78393
27233,3830,1310,78401
27234,548,165,78402
27235,15624,2700,78404
27236,14323,2930,78405
27237,908,182,78406
27238,2712,493,78407
27239,12450,2602,78408
27240,3032,470,78409
27241,25740,3269,78410
27242,26889,4287,78411
27243,38594,5021,78412
27244,36694,4628,78413
27245,32314,3304,78414
27246,40429,6382,78415
27247,15201,3882,78416
27248,4362,679,78417
27249,31195,4592,78418
27250,576,30,78419
27251,61117,8989,78501
27252,21518,2456,78503
27253,49923,4689,78504
27254,38277,5511,78516
27255,60290,8379,78520
27256,90299,12255,78521
27257,45278,4282,78526
27258,630,79,78535
27259,433,64,78536
27260,37253,5297,78537
27261,11941,2080,78538
27262,33351,4144,78539
27263,42599,4861,78541
27264,62526,7527,78542
27265,8101,1592,78543
27266,163,60,78545
27267,604,111,78548
27268,436,82,78549
27269,51599,6143,78550
27270,36268,3448,78552
27271,12544,1600,78557
27272,1033,68,78558
27273,12410,2173,78559
27274,4230,758,78560
27275,514,55,78561
27276,1591,229,78562
27277,171,61,78563
27278,19,19,78564
27279,216,87,78565
27280,16627,2070,78566
27281,455,85,78567
27282,3817,584,78569
27283,31747,5231,78570
27284,73850,12003,78572
27285,36164,5227,78573
27286,60491,7700,78574
27287,9204,1039,78575
27288,10255,1022,78576
27289,72023,9212,78577
27290,11300,1659,78578
27291,3933,653,78579
27292,13348,2501,78580
27293,41166,7588,78582
27294,5799,921,78583
27295,17893,3589,78584
27296,289,56,78585
27297,58034,9068,78586
27298,111,26,78588
27299,37614,3761,78589
27300,341,28,78590
27301,219,92,78591
27302,1050,232,78592
27303,5726,594,78593
27304,1590,219,78594
27305,6087,802,78595
27306,65602,10718,78596
27307,2909,528,78597
27308,192,19,78598
27309,24356,3242,78602
27310,4959,811,78605
27311,5314,810,78606
27312,101,16,78607
27313,264,61,78608
27314,1560,440,78609
27315,25547,2339,78610
27316,12854,2711,78611
27317,10807,1154,78612
27318,68227,5588,78613
27319,492,46,78614
27320,818,86,78615
27321,5557,786,78616
27322,19773,1965,78617
27323,283,60,78618
27324,3423,221,78619
27325,14591,1282,78620
27326,21705,2921,78621
27327,201,61,78622
27328,809,107,78623
27329,21386,3143,78624
27330,26287,2903,78626
27331,24483,2554,78628
27332,11707,2303,78629
27333,2227,454,78631
27334,723,126,78632
27335,18451,2588,78633
27336,24260,2482,78634
27337,19,0,78635
27338,3953,659,78636
27339,2272,473,78638
27340,7223,1595,78639
27341,42872,3502,78640
27342,48655,4837,78641
27343,9244,824,78642
27344,5972,1366,78643
27345,15703,2111,78644
27346,10144,1489,78645
27347,7691,1734,78648
27348,1746,165,78650
27349,5035,447,78652
27350,16917,1544,78653
27351,16854,3128,78654
27352,3917,546,78655
27353,2088,342,78656
27354,6236,1223,78657
27355,3140,504,78659
27356,74786,5109,78660
27357,312,92,78661
27358,3266,406,78662
27359,827,211,78663
27360,57549,5875,78664
27361,36088,2463,78665
27362,65207,7338,78666
27363,8413,878,78669
27364,367,56,78670
27365,739,69,78671
27366,994,299,78672
27367,224,55,78675
27368,12351,1592,78676
27369,101,26,78677
27370,53907,3857,78681
27371,5744,553,78701
27372,21454,3211,78702
27373,19818,1142,78703
27374,41630,3589,78704
27375,31101,1407,78705
27376,548,0,78712
27377,24046,919,78717
27378,1536,262,78719
27379,11427,1945,78721
27380,6163,510,78722
27381,31084,3032,78723
27382,20323,1856,78724
27383,8169,784,78725
27384,13181,562,78726
27385,28531,2043,78727
27386,20779,1931,78728
27387,26879,2141,78729
27388,8916,413,78730
27389,25471,2091,78731
27390,15090,590,78732
27391,9475,581,78733
27392,18229,1476,78734
27393,16900,1285,78735
27394,6491,593,78736
27395,13484,976,78737
27396,13141,734,78738
27397,17157,773,78739
27398,48634,4572,78741
27399,810,60,78742
27400,44351,3898,78744
27401,57410,6642,78745
27402,27429,1643,78746
27403,15813,1720,78747
27404,41626,3772,78748
27405,34233,2700,78749
27406,26912,2462,78750
27407,14003,989,78751
27408,18351,2128,78752
27409,52470,4971,78753
27410,15099,1481,78754
27411,8082,852,78756
27412,22497,2307,78757
27413,45314,4368,78758
27414,39646,3496,78759
27415,21377,3113,78801
27416,1002,172,78802
